lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
răime,N,FEM,răimi,,,badness,,https://en.wiktionary.org/wiki/r%C4%83ime,,,
răitug,N,MASC,răitugi,,,jodhpurs,,https://en.wiktionary.org/wiki/r%C4%83itug,,,
rămas,N,NEUT,rămasuri,,,"the result of remaining; remainder, remnant",la,https://ro.wiktionary.org/wiki/r%C4%83mas,,rəˈmas,
rămaș,N,NEUT,rămașuri,,,a bet,,https://en.wiktionary.org/wiki/r%C4%83ma%C8%99,,,
rămos,ADJ,,,,,branchy,,https://en.wiktionary.org/wiki/r%C4%83mos,,,
rămurat,ADJ,,,,,branched,,https://ro.wiktionary.org/wiki/r%C4%83murat,,rə.mu'rat,
rămurea,N,FEM,rămurele,,,small branch,,https://ro.wiktionary.org/wiki/r%C4%83murea,,,
rămurel,N,,rămurel,,,,,https://en.wiktionary.org/wiki/r%C4%83murel,needs gender confirmation,,
rămurică,N,FEM,rămurele,,,,,https://en.wiktionary.org/wiki/r%C4%83muric%C4%83,,,
rămuriș,N,NEUT,rămurișuri,,,branches,,https://ro.wiktionary.org/wiki/r%C4%83muri%C8%99,,,
rămuriște,N,FEM,rămuriști,,,place with many branches,,https://en.wiktionary.org/wiki/r%C4%83muri%C8%99te,,,
rămuriță,N,FEM,rămurițe,,,,,https://en.wiktionary.org/wiki/r%C4%83muri%C8%9B%C4%83,,,
rămuros,ADJ,,,,,branchy,la,https://ro.wiktionary.org/wiki/r%C4%83muros,,ˌrə.muˈros,
rămușor,N,NEUT,rămușoare,,,,,https://en.wiktionary.org/wiki/r%C4%83mu%C8%99or,,,
rămâitor,ADJ,,,,,durable,,https://en.wiktionary.org/wiki/r%C4%83m%C3%A2itor,,,
rămânere,N,FEM,rămâneri,,,remaining,,https://ro.wiktionary.org/wiki/r%C4%83m%C3%A2nere,,rə.mɨ'ne.re,
rămăsoi,N,MASC,văduvoi,,,widower,,https://en.wiktionary.org/wiki/r%C4%83m%C4%83soi,,,
rămăsătură,N,FEM,rămăsături,,,remnant,,https://en.wiktionary.org/wiki/r%C4%83m%C4%83s%C4%83tur%C4%83,,,
rămășag,N,NEUT,rămășaguri,,,"bet, wager",,https://ro.wiktionary.org/wiki/r%C4%83m%C4%83%C8%99ag,,,
rămășeală,N,FEM,rămășeli,,,"bet, wager",,https://ro.wiktionary.org/wiki/r%C4%83m%C4%83%C8%99eal%C4%83,,rə.mə'ʃe̯a.lə,
rămășelnic,N,MASC,rămășelnici,,,debtor,,https://en.wiktionary.org/wiki/r%C4%83m%C4%83%C8%99elnic,,,
rămășitură,N,FEM,rămășituri,,,remnant,,https://en.wiktionary.org/wiki/r%C4%83m%C4%83%C8%99itur%C4%83,,,
rămășiță,N,FEM,rămășițe,,,"remnant, remainder, residue, residuum, leftover",la,https://ro.wiktionary.org/wiki/r%C4%83m%C4%83%C8%99i%C8%9B%C4%83,,rə.mə'ʃi.ʦə,
rămțuros,ADJ,,,,,shabby,,https://en.wiktionary.org/wiki/r%C4%83m%C8%9Buros,,,
răncău,N,NEUT,răncăuri,,,roux,,https://en.wiktionary.org/wiki/r%C4%83nc%C4%83u,,,
rănire,N,FEM,răniri,,,injury,,https://ro.wiktionary.org/wiki/r%C4%83nire,,rə'ni.re,
rănit,ADJ,,,,,injured,,https://ro.wiktionary.org/wiki/r%C4%83nit,,rəˈnit,
rănișoară,N,FEM,rănișoare,,,,,https://en.wiktionary.org/wiki/r%C4%83ni%C8%99oar%C4%83,,,
rănzișoară,N,FEM,rânzișoare,,,,,https://en.wiktionary.org/wiki/r%C4%83nzi%C8%99oar%C4%83,,,
răotate,N,FEM,răotăți,,,,,https://en.wiktionary.org/wiki/r%C4%83otate,,,
răpaos,N,NEUT,răpaosuri,,,,,https://en.wiktionary.org/wiki/r%C4%83paos,,,
răpaus,N,NEUT,răpausuri,,,,,https://en.wiktionary.org/wiki/r%C4%83paus,,,
răpciugos,ADJ,,,,,affected by glanders,,https://ro.wiktionary.org/wiki/r%C4%83pciugos,,,
răpciugă,N,FEM,,,răpciugos,glanders,,https://ro.wiktionary.org/wiki/r%C4%83pciug%C4%83,needs plural confirmation,,
răpciune,N,MASC,,,,September,la,https://ro.wiktionary.org/wiki/r%C4%83pciune,needs plural confirmation,rəpˈt͡ʃune,
răpezie,N,FEM,,,,"speed, swiftness",,https://en.wiktionary.org/wiki/r%C4%83pezie,needs plural confirmation,,
răpicios,ADJ,,,,,predatory,,https://en.wiktionary.org/wiki/r%C4%83picios,,,
răpiciune,N,FEM,răpiciuni,,,kidnapping,,https://en.wiktionary.org/wiki/r%C4%83piciune,,,
răpide,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83pide,,,
răpire,N,FEM,răpiri,,,abduction,,https://ro.wiktionary.org/wiki/r%C4%83pire,,rə'pi.re,
răpit,ADJ,,,,,kidnapped,,https://ro.wiktionary.org/wiki/r%C4%83pit,,rəˈpit,
răpitor,ADJ,,,,,"rapacious, predatory",,https://ro.wiktionary.org/wiki/r%C4%83pitor,,ˌrə.piˈtor,
răpitoriu,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83pitoriu,,,
răpitură,N,FEM,răpituri,,,kidnapping,,https://ro.wiktionary.org/wiki/r%C4%83pitur%C4%83,,,
răpițiște,N,FEM,,,,rapeseed field,,https://en.wiktionary.org/wiki/r%C4%83pi%C8%9Bi%C8%99te,needs plural confirmation,,
răposare,N,FEM,,,,death,,https://ro.wiktionary.org/wiki/r%C4%83posare,needs plural confirmation,rə.poˈsa.re,
răposat,ADJ,,,,,"deceased, dead, defunct",,https://ro.wiktionary.org/wiki/r%C4%83posat,,rə.poˈsat,
răpuitoare,N,FEM,răpuitoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83puitoare,,rə.pu.i'to̯a.re,
răpuitor,N,MASC,răpuitori,,,enchanter,,https://ro.wiktionary.org/wiki/r%C4%83puitor,,rə.pu.i'tor,
răpunere,N,FEM,,,,defeat,,https://ro.wiktionary.org/wiki/r%C4%83punere,needs plural confirmation,rə.pu'ne.re,
răpus,ADJ,,,,,slain,,https://ro.wiktionary.org/wiki/r%C4%83pus,,rə'pus,
răpăcioage,N,,răpăcioage,,,Jerusalem artichoke,,https://en.wiktionary.org/wiki/r%C4%83p%C4%83cioage,needs gender confirmation,,
răpăială,N,FEM,răpăieli,,,pitter-patter,,https://ro.wiktionary.org/wiki/r%C4%83p%C4%83ial%C4%83,,rə.pəˈja.lə,
răpăitor,ADJ,,,,,which makes a pitter-patter sound,,https://ro.wiktionary.org/wiki/r%C4%83p%C4%83itor,,rə.pə.i'tor,
răpăitură,N,FEM,răpăituri,,,pitter-patter,,https://ro.wiktionary.org/wiki/r%C4%83p%C4%83itur%C4%83,,,
răpăluire,N,FEM,răpăluiri,,,repair,,https://ro.wiktionary.org/wiki/r%C4%83p%C4%83luire,,,
răpănos,ADJ,,,,,"dirty, filthy",,https://ro.wiktionary.org/wiki/r%C4%83p%C4%83nos,,rə.pəˈnos,
răpăosat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83p%C4%83osat,,,
răpăreție,N,FEM,,,,rapacity,,https://en.wiktionary.org/wiki/r%C4%83p%C4%83re%C8%9Bie,needs plural confirmation,,
răricel,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83ricel,,rə.ri'ʧel,
rărime,N,FEM,,,,rarity,,https://en.wiktionary.org/wiki/r%C4%83rime,needs plural confirmation,,
rărire,N,FEM,răriri,,,thinning,,https://ro.wiktionary.org/wiki/r%C4%83rire,,rə'ri.re,
rărit,ADJ,,,,,thinned,,https://ro.wiktionary.org/wiki/r%C4%83rit,,rə'rit,
răritură,N,FEM,rărituri,,,thinning,,https://ro.wiktionary.org/wiki/r%C4%83ritur%C4%83,,rə.ri'tu.rə,
răriu,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83riu,,,
răriș,N,NEUT,rărișuri,,,glade,,https://ro.wiktionary.org/wiki/r%C4%83ri%C8%99,,rə'riʃ,
rărișor,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83ri%C8%99or,,rə.ri'ʃor,
răriștiș,N,NEUT,,,,glade,,https://en.wiktionary.org/wiki/r%C4%83ri%C8%99ti%C8%99,needs plural confirmation,,
rărițare,N,FEM,rărițări,,,thinning,,https://ro.wiktionary.org/wiki/r%C4%83ri%C8%9Bare,,rə.ri'ʦa.re,
rărui,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83rui,,,
rărunchi,N,MASC,rărunchi,,,kidney,la,https://ro.wiktionary.org/wiki/r%C4%83runchi,,,
rărunchiuț,N,MASC,rărunchiuți,,,,,https://en.wiktionary.org/wiki/r%C4%83runchiu%C8%9B,,,
răruț,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83ru%C8%9B,,,
răsad,N,NEUT,răsaduri,,,seedling,sh,https://ro.wiktionary.org/wiki/r%C4%83sad,,,
răsadniță,N,FEM,răsadnițe,,,"nursery, hotbed",,https://ro.wiktionary.org/wiki/r%C4%83sadni%C8%9B%C4%83,,rəs'ad.ni.ʦə,
răscheie,N,FEM,răscheiei,,,door handle,,https://en.wiktionary.org/wiki/r%C4%83scheie,,,
răschiat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83schiat,,rəs.ki'at,
răschidă,N,FEM,răschide,,,quarrel,,https://en.wiktionary.org/wiki/r%C4%83schid%C4%83,,,
răschirat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83schirat,,rəs.ki'rat,
răschitor,N,NEUT,răschitoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83schitor,,rəs.ki'tor,
răscoacere,N,FEM,răscoaceri,,,overripening,,https://ro.wiktionary.org/wiki/r%C4%83scoacere,,,
răscoage,N,FEM,,,,fireweed,,https://ro.wiktionary.org/wiki/r%C4%83scoage,needs plural confirmation,rəs'ko̯a.ʤe,
răscoală,N,FEM,răscoale,,răscolnic,uprising,,https://ro.wiktionary.org/wiki/r%C4%83scoal%C4%83,,rəs'ko̯a.lə,
răscogea,N,FEM,,,,fireweed,,https://en.wiktionary.org/wiki/r%C4%83scogea,needs plural confirmation,,
răscoi,N,MASC,,,,sand martin,,https://en.wiktionary.org/wiki/r%C4%83scoi,needs plural confirmation,,
răscoleală,N,FEM,răscoleli,,,rummaging,,https://en.wiktionary.org/wiki/r%C4%83scoleal%C4%83,,,
răscolire,N,FEM,răscoliri,,,rummage,,https://ro.wiktionary.org/wiki/r%C4%83scolire,,rəs.ko'li.re,
răscolit,N,NEUT,răscolituri,,,rummaged,,https://ro.wiktionary.org/wiki/r%C4%83scolit,,rəs.ko'lit,
răscolitor,ADJ,,,,,inciting a revolt,,https://ro.wiktionary.org/wiki/r%C4%83scolitor,,rəs.ko.li'tor,
răscolnic,ADJ,,,,,agitator,,https://en.wiktionary.org/wiki/r%C4%83scolnic,,,
răscopt,ADJ,,,,,overcooked,,https://ro.wiktionary.org/wiki/r%C4%83scopt,,rəs'kopt,
răscroială,N,FEM,răscroieli,,,neckline,,https://ro.wiktionary.org/wiki/r%C4%83scroial%C4%83,,,
răscroitură,N,FEM,răscroituri,,,neckline,,https://ro.wiktionary.org/wiki/r%C4%83scroitur%C4%83,,,
răscruce,N,FEM,răscruci,,,crossroad,,https://ro.wiktionary.org/wiki/r%C4%83scruce,,,
răscruci,N,NEUT,răscruciuri,,,,,https://en.wiktionary.org/wiki/r%C4%83scruci,,,
răscrăcănat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83scr%C4%83c%C4%83nat,,,
răscrăcărat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83scr%C4%83c%C4%83rat,,rəs.krə.kə'rat,
răsculare,N,FEM,răsculări,,,uprising,,https://ro.wiktionary.org/wiki/r%C4%83sculare,,rəs.ku'la.re,
răsculat,ADJ,,,,,rebel,,https://ro.wiktionary.org/wiki/r%C4%83sculat,,rəs.ku'lat,
răsculător,N,MASC,răsculători,,,rebel,,https://ro.wiktionary.org/wiki/r%C4%83scul%C4%83tor,,rəs.ku.lə'tor,
răscumpărabil,ADJ,,,,,redeemable,,https://ro.wiktionary.org/wiki/r%C4%83scump%C4%83rabil,,rəs.kum.pə'ra.bil,
răscumpărare,N,FEM,răscumpărări,,,redemption,,https://ro.wiktionary.org/wiki/r%C4%83scump%C4%83rare,,rəs.kum.pə'ra.re,
răscumpărat,ADJ,,,,,redeemed,,https://ro.wiktionary.org/wiki/r%C4%83scump%C4%83rat,,rəs.kum.pə'rat,
răscumpărător,N,MASC,răscumpărători,,,,,https://en.wiktionary.org/wiki/r%C4%83scump%C4%83r%C4%83tor,,,
răscumpărătură,N,FEM,răscumpărături,,,redemption,,https://en.wiktionary.org/wiki/r%C4%83scump%C4%83r%C4%83tur%C4%83,,,
răscunoscut,ADJ,,,,,notorious,,https://ro.wiktionary.org/wiki/r%C4%83scunoscut,,rəs.ku.nos'kut,
răscăcărat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83sc%C4%83c%C4%83rat,,rəs.kə.kə'rat,
răsfirare,N,FEM,răsfirări,,,scattering,,https://ro.wiktionary.org/wiki/r%C4%83sfirare,,rəs.fi'ra.re,
răsfirat,ADJ,,,,,diffuse,,https://ro.wiktionary.org/wiki/r%C4%83sfirat,,rəs.fi'rat,
răsfoială,N,FEM,răsfoieli,,,browsing,,https://ro.wiktionary.org/wiki/r%C4%83sfoial%C4%83,,,
răsfoire,N,FEM,răsfoiri,,,browsing,,https://ro.wiktionary.org/wiki/r%C4%83sfoire,,,
răsfrânare,N,FEM,,,,lack of moderation,,https://en.wiktionary.org/wiki/r%C4%83sfr%C3%A2nare,needs plural confirmation,,
răsfrânt,ADJ,,,,,bent,,https://ro.wiktionary.org/wiki/r%C4%83sfr%C3%A2nt,,rəs'frɨnt,
răsfăciune,N,FEM,răsfăciuni,,,spoiling,,https://en.wiktionary.org/wiki/r%C4%83sf%C4%83ciune,,,
răsfăț,N,NEUT,răsfățuri,,,spoiling,,https://ro.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9B,,,
răsfățare,N,FEM,răsfățări,,,"indulgence, spoiling",,https://ro.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9Bare,,rəs.fə'ʦa.re,
răsfățat,ADJ,,,,,spoiled,,https://ro.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9Bat,,rəs.fə.ˈt͡sat,
răsfăție,N,FEM,,,,pampering,,https://en.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9Bie,needs plural confirmation,,
răsfățăciune,N,FEM,răsfățăciuni,,,pampering,,https://en.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9B%C4%83ciune,,,
răsfățătură,N,FEM,răsfățături,,,"pampering, spoiling",,https://ro.wiktionary.org/wiki/r%C4%83sf%C4%83%C8%9B%C4%83tur%C4%83,,,
răsipit,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83sipit,,,
răsol,N,NEUT,răsoale,,,,,https://en.wiktionary.org/wiki/r%C4%83sol,,,
răspas,N,NEUT,răspasuri,,,"respite, rest, pause",,https://ro.wiktionary.org/wiki/r%C4%83spas,,,
răspetie,N,NEUT,răspetii,,,crucifix,,https://en.wiktionary.org/wiki/r%C4%83spetie,,,
răspicare,N,FEM,răspicări,,,pronouncing clearly,,https://ro.wiktionary.org/wiki/r%C4%83spicare,,,
răspicat,ADJ,,,,,clear .,,https://ro.wiktionary.org/wiki/r%C4%83spicat,,rəs.piˈkat,
răspierzare,N,FEM,,,,disappearance,,https://en.wiktionary.org/wiki/r%C4%83spierzare,needs plural confirmation,,
răspintene,N,FEM,răspinteni,,,,,https://ro.wiktionary.org/wiki/r%C4%83spintene,,,
răsplai,N,NEUT,,,,pencil,,https://en.wiktionary.org/wiki/r%C4%83splai,needs plural confirmation,,
răsplată,N,FEM,răsplăți,,,reward,,https://ro.wiktionary.org/wiki/r%C4%83splat%C4%83,,rəs'pla.tə,
răsplătire,N,FEM,răsplătiri,,,reward,,https://ro.wiktionary.org/wiki/r%C4%83spl%C4%83tire,,,
răsplătitor,N,MASC,răsplătitori,,,rewarder,,https://en.wiktionary.org/wiki/r%C4%83spl%C4%83titor,,,
răspopit,ADJ,,,,,defrocked,,https://ro.wiktionary.org/wiki/r%C4%83spopit,,rəs.po'pit,
răspopă,N,MASC,răspopi,,,a defrocked priest,,https://en.wiktionary.org/wiki/r%C4%83spop%C4%83,,,
răspublică,N,FEM,răspublici,,,,,https://en.wiktionary.org/wiki/r%C4%83spublic%C4%83,,,
răspundere,N,FEM,răspunderi,,,liability,,https://ro.wiktionary.org/wiki/r%C4%83spundere,,rəs'pun.de.re,
răspunzătate,N,FEM,răspunzătăți,,,responsibility,,https://en.wiktionary.org/wiki/r%C4%83spunz%C4%83tate,,,
răspunzător,ADJ,,,,,responsible,,https://ro.wiktionary.org/wiki/r%C4%83spunz%C4%83tor,,rəs.pun.zə'tor,
răsputere,N,FEM,răsputeri,,,.,,https://ro.wiktionary.org/wiki/r%C4%83sputere,,rəs.puˈte.re,
răspândac,N,MASC,răspândaci,,,rumormonger,,https://en.wiktionary.org/wiki/r%C4%83sp%C3%A2ndac,,,
răspândire,N,FEM,răspândiri,,,spread,,https://ro.wiktionary.org/wiki/r%C4%83sp%C3%A2ndire,,,
răspândit,ADJ,,,,,prevalent,,https://ro.wiktionary.org/wiki/r%C4%83sp%C3%A2ndit,,rəs.pɨn'dit,
răspânditoare,N,FEM,răspânditoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83sp%C3%A2nditoare,,,
răspânditor,N,MASC,răspânditori,,,spreader,,https://ro.wiktionary.org/wiki/r%C4%83sp%C3%A2nditor,,,
răspânte,N,FEM,răspânți,,,,,https://en.wiktionary.org/wiki/r%C4%83sp%C3%A2nte,,,
răspântene,N,FEM,răspânteni,,,,,https://en.wiktionary.org/wiki/r%C4%83sp%C3%A2ntene,,,
răspântie,N,FEM,răspântii,,,crossroads,,https://ro.wiktionary.org/wiki/r%C4%83sp%C3%A2ntie,,,
răsteală,N,FEM,răsteli,,,shouting,,https://ro.wiktionary.org/wiki/r%C4%83steal%C4%83,,,
răsteu,N,NEUT,răsteie,,,,,https://ro.wiktionary.org/wiki/r%C4%83steu,,,
răstignire,N,FEM,răstigniri,,,crucifixion,,https://ro.wiktionary.org/wiki/r%C4%83stignire,,,
răstignit,ADJ,,,,,crucified,,https://ro.wiktionary.org/wiki/r%C4%83stignit,,rəs.tig'nit,
răstignitură,N,FEM,,,,crucifixion,,https://en.wiktionary.org/wiki/r%C4%83stignitur%C4%83,needs plural confirmation,,
răstimp,N,NEUT,răstimpuri,,,an interval of time,,https://ro.wiktionary.org/wiki/r%C4%83stimp,,,
răstire,N,FEM,răstiri,,,"yelling, shouting",,https://ro.wiktionary.org/wiki/r%C4%83stire,,rəs'ti.re,
răstit,ADJ,,,,,"yelling, shouting",,https://ro.wiktionary.org/wiki/r%C4%83stit,,rəs'tit,
răstitură,N,FEM,răstituri,,,shout,,https://en.wiktionary.org/wiki/r%C4%83stitur%C4%83,,,
răstoacă,N,MASC,răstoace,,,ford,,https://ro.wiktionary.org/wiki/r%C4%83stoac%C4%83,,,
răstriște,N,FEM,răstriști,,,,,https://en.wiktionary.org/wiki/r%C4%83stri%C8%99te,,,
răstrâns,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83str%C3%A2ns,,,
răsturnare,N,FEM,răsturnări,,,overthrow,,https://ro.wiktionary.org/wiki/r%C4%83sturnare,,rəs.tur'na.re,
răsturnat,ADJ,,,,,overturned,,https://ro.wiktionary.org/wiki/r%C4%83sturnat,,rəs.tur'nat,
răsturniș,N,NEUT,răsturnișuri,,,slope,,https://ro.wiktionary.org/wiki/r%C4%83sturni%C8%99,,rəs.tur'niʃ,
răsturnătoare,N,FEM,răsturnătoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83sturn%C4%83toare,,rəs.tur.nə'to̯a.re,
răsturnătură,N,FEM,răsturnături,,,toppling,,https://en.wiktionary.org/wiki/r%C4%83sturn%C4%83tur%C4%83,,,
răstălmăcire,N,FEM,răstălmăciri,,,interpretation,,https://ro.wiktionary.org/wiki/r%C4%83st%C4%83lm%C4%83cire,,,
răstălmăcit,ADJ,,,,,"twisted, misinterpreted",,https://ro.wiktionary.org/wiki/r%C4%83st%C4%83lm%C4%83cit,,rəs.təl.mə'ʧit,
răstăuță,N,FEM,răstăuțe,,,noodles,,https://en.wiktionary.org/wiki/r%C4%83st%C4%83u%C8%9B%C4%83,,,
răsuceală,N,FEM,răsuceli,,,twist,,https://ro.wiktionary.org/wiki/r%C4%83suceal%C4%83,,,
răsucire,N,FEM,răsuciri,,,curl,,https://ro.wiktionary.org/wiki/r%C4%83sucire,,,
răsucit,ADJ,,,,,convolute,,https://ro.wiktionary.org/wiki/r%C4%83sucit,,rə.su'ʧit,
răsucitoare,N,FEM,răsucitoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83sucitoare,,rə.su.ʧi'to̯a.re,
răsucitor,N,MASC,răsucitori,,,twister,,https://ro.wiktionary.org/wiki/r%C4%83sucitor,,,
răsuflare,N,FEM,răsuflări,,,breath,,https://ro.wiktionary.org/wiki/r%C4%83suflare,,,
răsuflat,ADJ,,,,,stale,,https://ro.wiktionary.org/wiki/r%C4%83suflat,,rə.suˈflat,
răsuflet,N,NEUT,răsuflete,,,breath,,https://ro.wiktionary.org/wiki/r%C4%83suflet,,,
răsuflu,N,NEUT,răsufluri,,,breath,,https://ro.wiktionary.org/wiki/r%C4%83suflu,,,
răsufluș,N,NEUT,,,,breath,,https://en.wiktionary.org/wiki/r%C4%83suflu%C8%99,needs plural confirmation,,
răsuflătură,N,FEM,răsuflături,,,breath,,https://ro.wiktionary.org/wiki/r%C4%83sufl%C4%83tur%C4%83,,,
răsun,N,NEUT,,,,resonating noise,,https://en.wiktionary.org/wiki/r%C4%83sun,needs plural confirmation,,
răsunare,N,FEM,răsunări,,,resonance,,https://ro.wiktionary.org/wiki/r%C4%83sunare,,,
răsunet,N,NEUT,răsunete,,răsunetos,noise,,https://ro.wiktionary.org/wiki/r%C4%83sunet,,,
răsunetos,ADJ,,,,,resounding,,https://en.wiktionary.org/wiki/r%C4%83sunetos,,,
răsunător,ADJ,,,,,"resounding, resonant",,https://ro.wiktionary.org/wiki/r%C4%83sun%C4%83tor,,ˌrə.su.nəˈtor,
răsunătură,N,FEM,răsunături,,,a noise with an echo,,https://en.wiktionary.org/wiki/r%C4%83sun%C4%83tur%C4%83,,,
răsâpiciune,N,FEM,,,,waste,,https://en.wiktionary.org/wiki/r%C4%83s%C3%A2piciune,needs plural confirmation,,
răsădeală,N,FEM,răsădeli,,,seedling,,https://en.wiktionary.org/wiki/r%C4%83s%C4%83deal%C4%83,,,
răsădire,N,FEM,răsădiri,,,seedling,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83dire,,,
răsărire,N,FEM,răsăriri,,,sprouting,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83rire,,rə.sə'ri.re,
răsărit,N,NEUT,răsărituri,,răsăritean,sunrise,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83rit,,,
răsăritean,N,MASC,răsăriteni,,răsăritenesc,easterner,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83ritean,,rə.sə.riˈte̯an,
răsăriteancă,N,FEM,răsăritence,,,,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83riteanc%C4%83,,,
răsăritenesc,ADJ,,,,,eastern,,https://en.wiktionary.org/wiki/r%C4%83s%C4%83ritenesc,,,
răsărită,N,FEM,răsărite,,,,,https://en.wiktionary.org/wiki/r%C4%83s%C4%83rit%C4%83,,,
răsătură,N,FEM,răsături,,,shaving,,https://ro.wiktionary.org/wiki/r%C4%83s%C4%83tur%C4%83,,,
rătează,N,FEM,răteze,,,,,https://ro.wiktionary.org/wiki/r%C4%83teaz%C4%83,,,
rătezat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83tezat,,,
rătinos,ADJ,,,,,branchy,,https://en.wiktionary.org/wiki/r%C4%83tinos,,,
rătioară,N,FEM,rătioare,,,,,https://en.wiktionary.org/wiki/r%C4%83tioar%C4%83,,,
rătișă,N,NEUT,rătișe,,,strudel,,https://en.wiktionary.org/wiki/r%C4%83ti%C8%99%C4%83,,,
rătuire,N,FEM,rătuiri,,,defence,,https://ro.wiktionary.org/wiki/r%C4%83tuire,,rə.tu'i.re,
rătund,ADJ,,,,,,la,https://ro.wiktionary.org/wiki/r%C4%83tund,,rə'tund,
rătunzire,N,FEM,rătunziri,,,,,https://en.wiktionary.org/wiki/r%C4%83tunzire,,,
rătunzit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/r%C4%83tunzit,,rə.tun'zit,
rătutit,ADJ,,,,,"crazy, mad",,https://ro.wiktionary.org/wiki/r%C4%83tutit,,rə.tu'tit,
rătuț,N,NEUT,rătuțuri,,,,,https://en.wiktionary.org/wiki/r%C4%83tu%C8%9B,,,
rătăcanie,N,FEM,rătăcănii,,,deep hole,,https://en.wiktionary.org/wiki/r%C4%83t%C4%83canie,,,
rătăcană,N,FEM,rătăcăni,,,deep hole,,https://en.wiktionary.org/wiki/r%C4%83t%C4%83can%C4%83,,,
rătăceală,N,FEM,rătăceli,,,error,,https://en.wiktionary.org/wiki/r%C4%83t%C4%83ceal%C4%83,,,
rătăcire,N,FEM,rătăciri,,,wandering,,https://ro.wiktionary.org/wiki/r%C4%83t%C4%83cire,,rə.tə'ʧi.re,
rătăcit,ADJ,,,,,"strayed, lost",,https://ro.wiktionary.org/wiki/r%C4%83t%C4%83cit,,ˌrə.təˈt͡ʃit,
rătăcitor,ADJ,,,,,wandering,,https://ro.wiktionary.org/wiki/r%C4%83t%C4%83citor,,rə.tə.ʧi'tor,
rău,N,NEUT,rele,,răufăcător | răuvoitor | răuț,evil,la,https://ro.wiktionary.org/wiki/r%C4%83u,,rəw,
răufăcătoare,N,FEM,răufăcătoare,,,,,https://ro.wiktionary.org/wiki/r%C4%83uf%C4%83c%C4%83toare,,,
răufăcător,N,MASC,răufăcători,,,"malefactor, wrongdoer",fr,https://ro.wiktionary.org/wiki/r%C4%83uf%C4%83c%C4%83tor,,ˌrəw.fə.kəˈtor,
răuruscă,N,FEM,răuruște,,,,,https://ro.wiktionary.org/wiki/r%C4%83urusc%C4%83,,,
răutate,N,FEM,răutăți,înrăutăți,rău | răutăcios,"badness, wickedness, maliciousness, malignity",,https://ro.wiktionary.org/wiki/r%C4%83utate,,rə.uˈta.te,
răutăcios,ADJ,,,,,"bad, malicious, wicked",,https://ro.wiktionary.org/wiki/r%C4%83ut%C4%83cios,,ˌrə.u.təˈt͡ʃʲos,
răutăție,N,FEM,,,,wickedness,,https://en.wiktionary.org/wiki/r%C4%83ut%C4%83%C8%9Bie,needs plural confirmation,,
răuvoitor,ADJ,,,,,malevolent,,https://ro.wiktionary.org/wiki/r%C4%83uvoitor,,rəw.vo.i'tor,
răuț,N,NEUT,răuți,,,,,https://en.wiktionary.org/wiki/r%C4%83u%C8%9B,,,
răvaș,N,NEUT,răvașe,,,letter,,https://ro.wiktionary.org/wiki/r%C4%83va%C8%99,,,
răvineală,N,FEM,răvineli,,,,,https://ro.wiktionary.org/wiki/r%C4%83vineal%C4%83,,,
răvărel,N,NEUT,răvărele,,,,,https://en.wiktionary.org/wiki/r%C4%83v%C4%83rel,,,
răvărsat,ADJ,,,,,,,https://en.wiktionary.org/wiki/r%C4%83v%C4%83rsat,,,
